category,title,url,pages,words,outcome,reason
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ25/pdf/PLAW-117publ25.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ25/pdf/PLAW-117publ25.pdf,2,486,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ249/pdf/PLAW-117publ249.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ249/pdf/PLAW-117publ249.pdf,2,766,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ248/pdf/PLAW-117publ248.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ248/pdf/PLAW-117publ248.pdf,2,734,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ247/pdf/PLAW-117publ247.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ247/pdf/PLAW-117publ247.pdf,1,283,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ246/pdf/PLAW-117publ246.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ246/pdf/PLAW-117publ246.pdf,2,757,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ245/pdf/PLAW-117publ245.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ245/pdf/PLAW-117publ245.pdf,2,642,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ244/pdf/PLAW-117publ244.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ244/pdf/PLAW-117publ244.pdf,4,854,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ243/pdf/PLAW-117publ243.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ243/pdf/PLAW-117publ243.pdf,5,1330,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ242/pdf/PLAW-117publ242.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ242/pdf/PLAW-117publ242.pdf,2,571,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ241/pdf/PLAW-117publ241.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ241/pdf/PLAW-117publ241.pdf,2,576,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ240/pdf/PLAW-117publ240.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ240/pdf/PLAW-117publ240.pdf,1,193,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ24/pdf/PLAW-117publ24.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ24/pdf/PLAW-117publ24.pdf,1,174,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ239/pdf/PLAW-117publ239.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ239/pdf/PLAW-117publ239.pdf,1,197,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ238/pdf/PLAW-117publ238.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ238/pdf/PLAW-117publ238.pdf,2,440,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ237/pdf/PLAW-117publ237.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ237/pdf/PLAW-117publ237.pdf,2,595,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ236/pdf/PLAW-117publ236.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ236/pdf/PLAW-117publ236.pdf,2,668,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ235/pdf/PLAW-117publ235.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ235/pdf/PLAW-117publ235.pdf,2,519,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ234/pdf/PLAW-117publ234.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ234/pdf/PLAW-117publ234.pdf,1,199,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ233/pdf/PLAW-117publ233.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ233/pdf/PLAW-117publ233.pdf,1,201,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ232/pdf/PLAW-117publ232.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ232/pdf/PLAW-117publ232.pdf,1,196,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ231/pdf/PLAW-117publ231.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ231/pdf/PLAW-117publ231.pdf,1,200,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ230/pdf/PLAW-117publ230.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ230/pdf/PLAW-117publ230.pdf,1,189,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ23/pdf/PLAW-117publ23.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ23/pdf/PLAW-117publ23.pdf,1,202,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ229/pdf/PLAW-117publ229.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ229/pdf/PLAW-117publ229.pdf,10,3254,skip,too short (10p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ228/pdf/PLAW-117publ228.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ228/pdf/PLAW-117publ228.pdf,3,1109,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ227/pdf/PLAW-117publ227.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ227/pdf/PLAW-117publ227.pdf,2,738,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ226/pdf/PLAW-117publ226.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ226/pdf/PLAW-117publ226.pdf,4,968,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ225/pdf/PLAW-117publ225.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ225/pdf/PLAW-117publ225.pdf,7,3084,skip,too short (7p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ224/pdf/PLAW-117publ224.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ224/pdf/PLAW-117publ224.pdf,4,857,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ223/pdf/PLAW-117publ223.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ223/pdf/PLAW-117publ223.pdf,11,4163,skip,too short (11p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ222/pdf/PLAW-117publ222.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ222/pdf/PLAW-117publ222.pdf,1,213,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ221/pdf/PLAW-117publ221.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ221/pdf/PLAW-117publ221.pdf,2,520,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ220/pdf/PLAW-117publ220.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ220/pdf/PLAW-117publ220.pdf,1,227,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ22/pdf/PLAW-117publ22.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ22/pdf/PLAW-117publ22.pdf,1,167,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ219/pdf/PLAW-117publ219.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ219/pdf/PLAW-117publ219.pdf,5,1808,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ218/pdf/PLAW-117publ218.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ218/pdf/PLAW-117publ218.pdf,1,193,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ217/pdf/PLAW-117publ217.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ217/pdf/PLAW-117publ217.pdf,1,193,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ216/pdf/PLAW-117publ216.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ216/pdf/PLAW-117publ216.pdf,2,745,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ215/pdf/PLAW-117publ215.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ215/pdf/PLAW-117publ215.pdf,10,4153,skip,too short (10p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ214/pdf/PLAW-117publ214.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ214/pdf/PLAW-117publ214.pdf,6,1923,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ213/pdf/PLAW-117publ213.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ213/pdf/PLAW-117publ213.pdf,1,310,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ212/pdf/PLAW-117publ212.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ212/pdf/PLAW-117publ212.pdf,2,608,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ211/pdf/PLAW-117publ211.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ211/pdf/PLAW-117publ211.pdf,1,279,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ210/pdf/PLAW-117publ210.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ210/pdf/PLAW-117publ210.pdf,3,810,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ21/pdf/PLAW-117publ21.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ21/pdf/PLAW-117publ21.pdf,2,710,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ209/pdf/PLAW-117publ209.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ209/pdf/PLAW-117publ209.pdf,2,354,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ208/pdf/PLAW-117publ208.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ208/pdf/PLAW-117publ208.pdf,2,507,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ207/pdf/PLAW-117publ207.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ207/pdf/PLAW-117publ207.pdf,4,798,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ206/pdf/PLAW-117publ206.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ206/pdf/PLAW-117publ206.pdf,3,1152,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ205/pdf/PLAW-117publ205.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ205/pdf/PLAW-117publ205.pdf,4,859,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ204/pdf/PLAW-117publ204.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ204/pdf/PLAW-117publ204.pdf,1,309,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ203/pdf/PLAW-117publ203.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ203/pdf/PLAW-117publ203.pdf,4,1610,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ202/pdf/PLAW-117publ202.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ202/pdf/PLAW-117publ202.pdf,4,974,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ201/pdf/PLAW-117publ201.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ201/pdf/PLAW-117publ201.pdf,2,393,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ200/pdf/PLAW-117publ200.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ200/pdf/PLAW-117publ200.pdf,3,931,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ20/pdf/PLAW-117publ20.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ20/pdf/PLAW-117publ20.pdf,1,196,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ2/pdf/PLAW-117publ2.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ2/pdf/PLAW-117publ2.pdf,243,113337,skip,too long (243p > 60)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ199/pdf/PLAW-117publ199.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ199/pdf/PLAW-117publ199.pdf,2,664,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ198/pdf/PLAW-117publ198.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ198/pdf/PLAW-117publ198.pdf,1,205,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ197/pdf/PLAW-117publ197.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ197/pdf/PLAW-117publ197.pdf,1,194,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ196/pdf/PLAW-117publ196.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ196/pdf/PLAW-117publ196.pdf,1,202,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ195/pdf/PLAW-117publ195.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ195/pdf/PLAW-117publ195.pdf,1,191,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ194/pdf/PLAW-117publ194.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ194/pdf/PLAW-117publ194.pdf,1,196,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ193/pdf/PLAW-117publ193.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ193/pdf/PLAW-117publ193.pdf,1,210,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ192/pdf/PLAW-117publ192.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ192/pdf/PLAW-117publ192.pdf,2,598,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ191/pdf/PLAW-117publ191.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ191/pdf/PLAW-117publ191.pdf,2,558,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ190/pdf/PLAW-117publ190.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ190/pdf/PLAW-117publ190.pdf,2,528,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ19/pdf/PLAW-117publ19.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ19/pdf/PLAW-117publ19.pdf,1,203,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ189/pdf/PLAW-117publ189.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ189/pdf/PLAW-117publ189.pdf,1,385,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ188/pdf/PLAW-117publ188.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ188/pdf/PLAW-117publ188.pdf,1,323,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ187/pdf/PLAW-117publ187.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ187/pdf/PLAW-117publ187.pdf,2,532,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ186/pdf/PLAW-117publ186.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ186/pdf/PLAW-117publ186.pdf,2,441,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ185/pdf/PLAW-117publ185.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ185/pdf/PLAW-117publ185.pdf,2,457,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ184/pdf/PLAW-117publ184.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ184/pdf/PLAW-117publ184.pdf,1,195,skip,too short (1p < 15)
acts,SBIR and STTR Extension Act of 2022,https://www.govinfo.gov/content/pkg/PLAW-117publ183/pdf/PLAW-117publ183.pdf,17,7208,kept,
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ182/pdf/PLAW-117publ182.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ182/pdf/PLAW-117publ182.pdf,2,478,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ181/pdf/PLAW-117publ181.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ181/pdf/PLAW-117publ181.pdf,1,211,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ180/pdf/PLAW-117publ180.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ180/pdf/PLAW-117publ180.pdf,64,28701,skip,too long (64p > 60)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ18/pdf/PLAW-117publ18.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ18/pdf/PLAW-117publ18.pdf,2,694,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ179/pdf/PLAW-117publ179.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ179/pdf/PLAW-117publ179.pdf,2,534,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ178/pdf/PLAW-117publ178.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ178/pdf/PLAW-117publ178.pdf,2,759,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ177/pdf/PLAW-117publ177.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ177/pdf/PLAW-117publ177.pdf,1,144,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ176/pdf/PLAW-117publ176.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ176/pdf/PLAW-117publ176.pdf,1,320,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ175/pdf/PLAW-117publ175.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ175/pdf/PLAW-117publ175.pdf,1,262,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ174/pdf/PLAW-117publ174.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ174/pdf/PLAW-117publ174.pdf,4,1131,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ173/pdf/PLAW-117publ173.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ173/pdf/PLAW-117publ173.pdf,1,165,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ172/pdf/PLAW-117publ172.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ172/pdf/PLAW-117publ172.pdf,6,1992,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ171/pdf/PLAW-117publ171.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ171/pdf/PLAW-117publ171.pdf,5,1716,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ170/pdf/PLAW-117publ170.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ170/pdf/PLAW-117publ170.pdf,3,1111,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ17/pdf/PLAW-117publ17.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ17/pdf/PLAW-117publ17.pdf,1,182,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ169/pdf/PLAW-117publ169.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ169/pdf/PLAW-117publ169.pdf,274,123899,skip,too long (274p > 60)
acts,Conceding Our Veterans,https://www.govinfo.gov/content/pkg/PLAW-117publ168/pdf/PLAW-117publ168.pdf,59,27601,kept,
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ167/pdf/PLAW-117publ167.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ167/pdf/PLAW-117publ167.pdf,394,169649,skip,too long (394p > 60)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ166/pdf/PLAW-117publ166.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ166/pdf/PLAW-117publ166.pdf,1,319,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ165/pdf/PLAW-117publ165.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ165/pdf/PLAW-117publ165.pdf,2,460,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ164/pdf/PLAW-117publ164.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ164/pdf/PLAW-117publ164.pdf,6,1952,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ163/pdf/PLAW-117publ163.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ163/pdf/PLAW-117publ163.pdf,5,1852,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ162/pdf/PLAW-117publ162.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ162/pdf/PLAW-117publ162.pdf,4,1480,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ161/pdf/PLAW-117publ161.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ161/pdf/PLAW-117publ161.pdf,2,458,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ160/pdf/PLAW-117publ160.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ160/pdf/PLAW-117publ160.pdf,2,446,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ16/pdf/PLAW-117publ16.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ16/pdf/PLAW-117publ16.pdf,8,3037,skip,too short (8p < 15)
acts,Bipartisan Safer Communities Act,https://www.govinfo.gov/content/pkg/PLAW-117publ159/pdf/PLAW-117publ159.pdf,32,14365,kept,
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ158/pdf/PLAW-117publ158.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ158/pdf/PLAW-117publ158.pdf,4,1469,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ157/pdf/PLAW-117publ157.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ157/pdf/PLAW-117publ157.pdf,1,194,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ156/pdf/PLAW-117publ156.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ156/pdf/PLAW-117publ156.pdf,1,198,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ155/pdf/PLAW-117publ155.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ155/pdf/PLAW-117publ155.pdf,1,196,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ154/pdf/PLAW-117publ154.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ154/pdf/PLAW-117publ154.pdf,3,968,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ153/pdf/PLAW-117publ153.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ153/pdf/PLAW-117publ153.pdf,1,195,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ152/pdf/PLAW-117publ152.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ152/pdf/PLAW-117publ152.pdf,1,214,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ151/pdf/PLAW-117publ151.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ151/pdf/PLAW-117publ151.pdf,4,1137,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ150/pdf/PLAW-117publ150.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ150/pdf/PLAW-117publ150.pdf,3,718,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ15/pdf/PLAW-117publ15.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ15/pdf/PLAW-117publ15.pdf,3,1005,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ149/pdf/PLAW-117publ149.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ149/pdf/PLAW-117publ149.pdf,6,2232,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ148/pdf/PLAW-117publ148.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ148/pdf/PLAW-117publ148.pdf,1,220,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ147/pdf/PLAW-117publ147.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ147/pdf/PLAW-117publ147.pdf,1,199,skip,too short (1p < 15)
acts,Ocean Shipping Reform Act of 2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/pdf/PLAW-117publ146.pdf,16,6786,kept,
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ145/pdf/PLAW-117publ145.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ145/pdf/PLAW-117publ145.pdf,3,716,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ144/pdf/PLAW-117publ144.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ144/pdf/PLAW-117publ144.pdf,4,1040,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ143/pdf/PLAW-117publ143.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ143/pdf/PLAW-117publ143.pdf,1,199,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ142/pdf/PLAW-117publ142.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ142/pdf/PLAW-117publ142.pdf,1,205,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ141/pdf/PLAW-117publ141.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ141/pdf/PLAW-117publ141.pdf,1,191,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ140/pdf/PLAW-117publ140.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ140/pdf/PLAW-117publ140.pdf,4,1599,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ14/pdf/PLAW-117publ14.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ14/pdf/PLAW-117publ14.pdf,4,1336,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ139/pdf/PLAW-117publ139.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ139/pdf/PLAW-117publ139.pdf,1,265,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ138/pdf/PLAW-117publ138.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ138/pdf/PLAW-117publ138.pdf,2,532,skip,too short (2p < 15)
