category,title,url,pages,words,outcome,reason
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ153/pdf/PLAW-118publ153.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ153/pdf/PLAW-118publ153.pdf,4,949,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ152/pdf/PLAW-118publ152.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ152/pdf/PLAW-118publ152.pdf,2,383,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ151/pdf/PLAW-118publ151.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ151/pdf/PLAW-118publ151.pdf,1,183,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ150/pdf/PLAW-118publ150.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ150/pdf/PLAW-118publ150.pdf,4,869,skip,too short (4p < 15)
acts,"Continuing Appropriations Act, 2024 and Other Extensions Act",https://www.govinfo.gov/content/pkg/PLAW-118publ15/pdf/PLAW-118publ15.pdf,29,12697,kept,
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ149/pdf/PLAW-118publ149.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ149/pdf/PLAW-118publ149.pdf,5,1525,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ148/pdf/PLAW-118publ148.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ148/pdf/PLAW-118publ148.pdf,3,828,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ147/pdf/PLAW-118publ147.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ147/pdf/PLAW-118publ147.pdf,1,188,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ146/pdf/PLAW-118publ146.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ146/pdf/PLAW-118publ146.pdf,1,288,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ145/pdf/PLAW-118publ145.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ145/pdf/PLAW-118publ145.pdf,2,397,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ144/pdf/PLAW-118publ144.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ144/pdf/PLAW-118publ144.pdf,4,1604,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ143/pdf/PLAW-118publ143.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ143/pdf/PLAW-118publ143.pdf,4,1432,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ142/pdf/PLAW-118publ142.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ142/pdf/PLAW-118publ142.pdf,1,213,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ141/pdf/PLAW-118publ141.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ141/pdf/PLAW-118publ141.pdf,2,383,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ140/pdf/PLAW-118publ140.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ140/pdf/PLAW-118publ140.pdf,3,762,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ14/pdf/PLAW-118publ14.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ14/pdf/PLAW-118publ14.pdf,2,636,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ139/pdf/PLAW-118publ139.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ139/pdf/PLAW-118publ139.pdf,2,404,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ138/pdf/PLAW-118publ138.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ138/pdf/PLAW-118publ138.pdf,4,1388,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ137/pdf/PLAW-118publ137.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ137/pdf/PLAW-118publ137.pdf,2,432,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ136/pdf/PLAW-118publ136.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ136/pdf/PLAW-118publ136.pdf,1,194,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ135/pdf/PLAW-118publ135.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ135/pdf/PLAW-118publ135.pdf,1,205,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ134/pdf/PLAW-118publ134.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ134/pdf/PLAW-118publ134.pdf,1,247,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ133/pdf/PLAW-118publ133.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ133/pdf/PLAW-118publ133.pdf,1,189,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ132/pdf/PLAW-118publ132.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ132/pdf/PLAW-118publ132.pdf,1,207,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ131/pdf/PLAW-118publ131.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ131/pdf/PLAW-118publ131.pdf,3,945,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ130/pdf/PLAW-118publ130.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ130/pdf/PLAW-118publ130.pdf,2,559,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ13/pdf/PLAW-118publ13.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ13/pdf/PLAW-118publ13.pdf,6,2305,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ129/pdf/PLAW-118publ129.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ129/pdf/PLAW-118publ129.pdf,1,190,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ128/pdf/PLAW-118publ128.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ128/pdf/PLAW-118publ128.pdf,1,194,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ127/pdf/PLAW-118publ127.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ127/pdf/PLAW-118publ127.pdf,1,192,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ126/pdf/PLAW-118publ126.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ126/pdf/PLAW-118publ126.pdf,1,201,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ125/pdf/PLAW-118publ125.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ125/pdf/PLAW-118publ125.pdf,1,199,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ124/pdf/PLAW-118publ124.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ124/pdf/PLAW-118publ124.pdf,2,635,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ123/pdf/PLAW-118publ123.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ123/pdf/PLAW-118publ123.pdf,3,757,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ122/pdf/PLAW-118publ122.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ122/pdf/PLAW-118publ122.pdf,1,199,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ121/pdf/PLAW-118publ121.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ121/pdf/PLAW-118publ121.pdf,1,193,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ120/pdf/PLAW-118publ120.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ120/pdf/PLAW-118publ120.pdf,1,243,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ12/pdf/PLAW-118publ12.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ12/pdf/PLAW-118publ12.pdf,1,214,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ119/pdf/PLAW-118publ119.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ119/pdf/PLAW-118publ119.pdf,1,197,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ118/pdf/PLAW-118publ118.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ118/pdf/PLAW-118publ118.pdf,1,197,skip,too short (1p < 15)
acts,Bolstering Ecosystems Against Coastal Harm Act,https://www.govinfo.gov/content/pkg/PLAW-118publ117/pdf/PLAW-118publ117.pdf,17,7147,kept,
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ116/pdf/PLAW-118publ116.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ116/pdf/PLAW-118publ116.pdf,1,195,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ115/pdf/PLAW-118publ115.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ115/pdf/PLAW-118publ115.pdf,1,209,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ114/pdf/PLAW-118publ114.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ114/pdf/PLAW-118publ114.pdf,1,309,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ113/pdf/PLAW-118publ113.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ113/pdf/PLAW-118publ113.pdf,1,190,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ112/pdf/PLAW-118publ112.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ112/pdf/PLAW-118publ112.pdf,1,195,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ111/pdf/PLAW-118publ111.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ111/pdf/PLAW-118publ111.pdf,1,200,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ110/pdf/PLAW-118publ110.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ110/pdf/PLAW-118publ110.pdf,1,203,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ11/pdf/PLAW-118publ11.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ11/pdf/PLAW-118publ11.pdf,2,537,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ109/pdf/PLAW-118publ109.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ109/pdf/PLAW-118publ109.pdf,4,1614,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ108/pdf/PLAW-118publ108.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ108/pdf/PLAW-118publ108.pdf,1,213,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ107/pdf/PLAW-118publ107.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ107/pdf/PLAW-118publ107.pdf,2,628,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ106/pdf/PLAW-118publ106.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ106/pdf/PLAW-118publ106.pdf,3,1102,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ105/pdf/PLAW-118publ105.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ105/pdf/PLAW-118publ105.pdf,4,1385,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ104/pdf/PLAW-118publ104.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ104/pdf/PLAW-118publ104.pdf,1,239,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ103/pdf/PLAW-118publ103.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ103/pdf/PLAW-118publ103.pdf,2,587,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ102/pdf/PLAW-118publ102.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ102/pdf/PLAW-118publ102.pdf,1,191,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ101/pdf/PLAW-118publ101.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ101/pdf/PLAW-118publ101.pdf,1,199,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ100/pdf/PLAW-118publ100.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ100/pdf/PLAW-118publ100.pdf,1,191,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ10/pdf/PLAW-118publ10.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ10/pdf/PLAW-118publ10.pdf,5,1447,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-118publ1/pdf/PLAW-118publ1.pdf,https://www.govinfo.gov/content/pkg/PLAW-118publ1/pdf/PLAW-118publ1.pdf,1,167,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ99/pdf/PLAW-117publ99.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ99/pdf/PLAW-117publ99.pdf,1,231,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ98/pdf/PLAW-117publ98.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ98/pdf/PLAW-117publ98.pdf,4,1193,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ97/pdf/PLAW-117publ97.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ97/pdf/PLAW-117publ97.pdf,5,1506,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ96/pdf/PLAW-117publ96.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ96/pdf/PLAW-117publ96.pdf,2,317,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ95/pdf/PLAW-117publ95.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ95/pdf/PLAW-117publ95.pdf,1,235,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ94/pdf/PLAW-117publ94.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ94/pdf/PLAW-117publ94.pdf,1,194,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ93/pdf/PLAW-117publ93.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ93/pdf/PLAW-117publ93.pdf,1,208,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ92/pdf/PLAW-117publ92.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ92/pdf/PLAW-117publ92.pdf,1,200,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ91/pdf/PLAW-117publ91.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ91/pdf/PLAW-117publ91.pdf,1,202,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ90/pdf/PLAW-117publ90.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ90/pdf/PLAW-117publ90.pdf,4,979,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ9/pdf/PLAW-117publ9.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ9/pdf/PLAW-117publ9.pdf,4,1097,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ89/pdf/PLAW-117publ89.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ89/pdf/PLAW-117publ89.pdf,1,215,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ88/pdf/PLAW-117publ88.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ88/pdf/PLAW-117publ88.pdf,6,1825,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ87/pdf/PLAW-117publ87.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ87/pdf/PLAW-117publ87.pdf,1,199,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ86/pdf/PLAW-117publ86.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ86/pdf/PLAW-117publ86.pdf,4,1511,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ85/pdf/PLAW-117publ85.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ85/pdf/PLAW-117publ85.pdf,4,1645,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ84/pdf/PLAW-117publ84.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ84/pdf/PLAW-117publ84.pdf,4,1289,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ83/pdf/PLAW-117publ83.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ83/pdf/PLAW-117publ83.pdf,2,440,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ82/pdf/PLAW-117publ82.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ82/pdf/PLAW-117publ82.pdf,3,909,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ81/pdf/PLAW-117publ81.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ81/pdf/PLAW-117publ81.pdf,910,412405,skip,too long (910p > 60)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ80/pdf/PLAW-117publ80.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ80/pdf/PLAW-117publ80.pdf,2,598,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ8/pdf/PLAW-117publ8.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ8/pdf/PLAW-117publ8.pdf,2,602,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ79/pdf/PLAW-117publ79.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ79/pdf/PLAW-117publ79.pdf,6,2538,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ78/pdf/PLAW-117publ78.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ78/pdf/PLAW-117publ78.pdf,8,3618,skip,too short (8p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ77/pdf/PLAW-117publ77.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ77/pdf/PLAW-117publ77.pdf,4,860,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ76/pdf/PLAW-117publ76.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ76/pdf/PLAW-117publ76.pdf,5,1868,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ75/pdf/PLAW-117publ75.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ75/pdf/PLAW-117publ75.pdf,1,215,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ74/pdf/PLAW-117publ74.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ74/pdf/PLAW-117publ74.pdf,1,197,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ73/pdf/PLAW-117publ73.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ73/pdf/PLAW-117publ73.pdf,1,126,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ72/pdf/PLAW-117publ72.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ72/pdf/PLAW-117publ72.pdf,3,890,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ71/pdf/PLAW-117publ71.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ71/pdf/PLAW-117publ71.pdf,6,1872,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ70/pdf/PLAW-117publ70.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ70/pdf/PLAW-117publ70.pdf,7,2479,skip,too short (7p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ7/pdf/PLAW-117publ7.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ7/pdf/PLAW-117publ7.pdf,3,889,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ69/pdf/PLAW-117publ69.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ69/pdf/PLAW-117publ69.pdf,4,1578,skip,too short (4p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ68/pdf/PLAW-117publ68.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ68/pdf/PLAW-117publ68.pdf,2,420,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ67/pdf/PLAW-117publ67.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ67/pdf/PLAW-117publ67.pdf,2,606,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ66/pdf/PLAW-117publ66.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ66/pdf/PLAW-117publ66.pdf,2,372,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ65/pdf/PLAW-117publ65.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ65/pdf/PLAW-117publ65.pdf,1,292,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ64/pdf/PLAW-117publ64.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ64/pdf/PLAW-117publ64.pdf,2,608,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ63/pdf/PLAW-117publ63.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ63/pdf/PLAW-117publ63.pdf,2,734,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ62/pdf/PLAW-117publ62.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ62/pdf/PLAW-117publ62.pdf,2,449,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ61/pdf/PLAW-117publ61.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ61/pdf/PLAW-117publ61.pdf,9,3692,skip,too short (9p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ60/pdf/PLAW-117publ60.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ60/pdf/PLAW-117publ60.pdf,5,1473,skip,too short (5p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ6/pdf/PLAW-117publ6.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ6/pdf/PLAW-117publ6.pdf,1,356,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ59/pdf/PLAW-117publ59.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ59/pdf/PLAW-117publ59.pdf,2,567,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ58/pdf/PLAW-117publ58.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ58/pdf/PLAW-117publ58.pdf,1039,456419,skip,too long (1039p > 60)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ57/pdf/PLAW-117publ57.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ57/pdf/PLAW-117publ57.pdf,2,489,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ56/pdf/PLAW-117publ56.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ56/pdf/PLAW-117publ56.pdf,2,744,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ55/pdf/PLAW-117publ55.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ55/pdf/PLAW-117publ55.pdf,2,451,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ54/pdf/PLAW-117publ54.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ54/pdf/PLAW-117publ54.pdf,10,4111,skip,too short (10p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ53/pdf/PLAW-117publ53.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ53/pdf/PLAW-117publ53.pdf,2,553,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ52/pdf/PLAW-117publ52.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ52/pdf/PLAW-117publ52.pdf,2,656,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ51/pdf/PLAW-117publ51.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ51/pdf/PLAW-117publ51.pdf,1,141,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ50/pdf/PLAW-117publ50.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ50/pdf/PLAW-117publ50.pdf,1,180,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ5/pdf/PLAW-117publ5.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ5/pdf/PLAW-117publ5.pdf,1,332,skip,too short (1p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ49/pdf/PLAW-117publ49.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ49/pdf/PLAW-117publ49.pdf,6,1902,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ48/pdf/PLAW-117publ48.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ48/pdf/PLAW-117publ48.pdf,2,671,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ47/pdf/PLAW-117publ47.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ47/pdf/PLAW-117publ47.pdf,3,835,skip,too short (3p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ46/pdf/PLAW-117publ46.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ46/pdf/PLAW-117publ46.pdf,6,2437,skip,too short (6p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ45/pdf/PLAW-117publ45.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ45/pdf/PLAW-117publ45.pdf,2,554,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ44/pdf/PLAW-117publ44.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ44/pdf/PLAW-117publ44.pdf,8,2519,skip,too short (8p < 15)
acts,Extending Government Funding and Delivering Emergency Assistance Act,https://www.govinfo.gov/content/pkg/PLAW-117publ43/pdf/PLAW-117publ43.pdf,39,18006,kept,
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ42/pdf/PLAW-117publ42.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ42/pdf/PLAW-117publ42.pdf,2,438,skip,too short (2p < 15)
acts,https://www.govinfo.gov/content/pkg/PLAW-117publ41/pdf/PLAW-117publ41.pdf,https://www.govinfo.gov/content/pkg/PLAW-117publ41/pdf/PLAW-117publ41.pdf,1,200,skip,too short (1p < 15)
